Time_stamp,RPF_Flag,Total_RPF,P (kW),Q (kvar),V1,V2,V3,EnergyCost_USD_per_kWh
10-02 1:00,0,0,336.0566,-610.495,0.9935323225,0.9935280756,0.9935326972,0.0481
10-02 2:00,0,0,428.3,-557.209,0.9947575819,0.9947556667,0.9947599551,0.0481
10-02 3:00,0,0,474.074,-530.692,0.9956655346,0.9956642023,0.9956679911,0.0481
10-02 4:00,0,0,503.814,-513.433,0.9966116257,0.9966100852,0.9966132079,0.0481
10-02 5:00,0,0,520.265,-503.875,0.9975689169,0.997566502,0.9975690418,0.0481
10-02 6:00,0,0,545.896,-488.972,0.9986915439,0.9986880049,0.9986900867,0.0481
10-02 7:00,0,0,575.171,-471.929,0.999163736,0.9991719382,0.9991686906,0.0703
10-02 8:00,1,-9295.09,-9295.09,895.023,0.9612206232,0.9611725338,0.9611826097,0.0703
10-02 9:00,1,-13288.84,-13288.84,2367.007,0.9513863635,0.9513548868,0.9513565106,0.0703
10-02 10:00,1,-14587.77,-14587.77,3101.978,0.9490504682,0.9490658318,0.9490496771,0.0703
10-02 11:00,1,-15880.97,-15880.97,3947.69,0.947585886,0.9476261478,0.9476011663,0.0703
10-02 12:00,1,-15941.5,-15941.5,4157.24,0.9479551542,0.9480155262,0.9479835498,0.0703
10-02 13:00,1,-14342.31,-14342.31,3338.19,0.9496648466,0.9497360022,0.9496994043,0.0703
10-02 14:00,1,-10674.09,-10674.09,1611.561,0.9546551931,0.9547531205,0.954706197,0.0703
10-02 15:00,1,-7562.3,-7562.3,574.573,0.9608865789,0.9610052411,0.9609515725,0.0703
10-02 16:00,0,0,607.702,-452.969,0.9892672723,0.9894262379,0.9893665738,0.0703
10-02 17:00,0,0,201.591,-687.769,0.9935328221,0.9935079239,0.9935182912,0.0703
10-02 18:00,0,0,339.101,-608.737,0.9948675838,0.994847099,0.9948568001,0.0999
10-02 19:00,0,0,664.887,-419.557,0.9985132593,0.9985017678,0.9985098868,0.0999
10-02 20:00,0,0,588.771,-464.004,0.9973908404,0.9973805563,0.9973875928,0.0999
10-02 21:00,0,0,509.308,-510.246,0.9962586787,0.9962495188,0.9962558059,0.0999
10-02 22:00,0,0,462.347,-537.496,0.9955040292,0.9954967013,0.9955021972,0.0481
10-02 23:00,0,0,354.2845,-599.991,0.9939866944,0.9939796579,0.9939847375,0.0481
10-03 0:00,0,0,223.9952,-674.926,0.9925193642,0.9925147843,0.9925166163,0.0481
10-03 1:00,0,0,140.0064,-723.007,0.991489252,0.9914841724,0.9914862542,0.0481
10-03 2:00,0,0,171.8583,-704.795,0.9920180271,0.9920138635,0.9920161119,0.0481
10-03 3:00,0,0,240.6708,-665.357,0.9931979035,0.9931949473,0.9931968626,0.0481
10-03 4:00,0,0,293.517,-634.989,0.9944132535,0.9944104639,0.9944120045,0.0481
10-03 5:00,0,0,331.6439,-613.035,0.9956190274,0.9956156965,0.9956167374,0.0481
10-03 6:00,0,0,310.4718,-625.232,0.9962344883,0.9962290756,0.9962299916,0.0481
10-03 7:00,0,0,426.715,-558.131,0.997786589,0.997792543,0.9977886708,0.0703
10-03 8:00,1,-6826.58,-6826.58,206.3613,0.9683314412,0.9683027958,0.9683060434,0.0703
10-03 9:00,1,-5298.83,-5298.83,-254.308,0.9718490449,0.9718447564,0.971838969,0.0703
10-03 10:00,1,-6613.3,-6613.3,-8.060572,0.9678327688,0.9678050394,0.9678062052,0.0703
10-03 11:00,1,-6573.65,-6573.65,-9.151875,0.9679445194,0.9679075468,0.9679116271,0.0703
10-03 12:00,1,-6169.58,-6169.58,-75.0522,0.9685092263,0.9684829957,0.9684829957,0.0703
10-03 13:00,1,-13425.29,-13425.29,2571.299,0.9509908231,0.9509391946,0.9509456482,0.0703
10-03 14:00,1,-11396.81,-11396.81,1764.826,0.9544042955,0.9543719445,0.9543714448,0.0703
10-03 15:00,1,-7590.7,-7590.7,458.725,0.9628941757,0.9628646975,0.962864531,0.0703
10-03 16:00,0,0,350.1186,-592.368,0.9919685221,0.9920128643,0.9919933787,0.0703
10-03 17:00,0,0,152.6482,-705.74,0.9932420375,0.9932195541,0.9932267571,0.0703
10-03 18:00,0,0,311.3642,-614.696,0.994855093,0.9948375227,0.9948437681,0.0999
10-03 19:00,0,0,625.544,-442.556,0.9983042474,0.9982955039,0.9983000838,0.0999
10-03 20:00,0,0,617.388,-447.318,0.99799685,0.9979906879,0.9979940188,0.0999
10-03 21:00,0,0,573.386,-472.976,0.9972972014,0.9972929545,0.9972953694,0.0999
10-03 22:00,0,0,565.219,-477.732,0.9970202398,0.9970184078,0.9970200733,0.0481
10-03 23:00,0,0,529.086,-498.757,0.9963763832,0.9963761751,0.9963775074,0.0481
10-04 0:00,0,0,415.764,-564.478,0.9948305695,0.9948314022,0.9948306944,0.0481
10-04 1:00,0,0,371.96,-589.79,0.9942418388,0.9942428381,0.9942423384,0.0481
10-04 2:00,0,0,419.794,-562.139,0.9949319112,0.9949341179,0.9949337015,0.0481
10-04 3:00,0,0,449.395,-545.002,0.9956414274,0.9956440089,0.9956432594,0.0481
10-04 4:00,0,0,466.07,-535.339,0.9964323834,0.9964344236,0.9964332994,0.0481
10-04 5:00,0,0,517.529,-505.471,0.9977778455,0.9977796358,0.9977779288,0.0481
10-04 6:00,0,0,588.991,-463.881,0.9994014766,0.9994032253,0.999400977,0.0481
10-04 7:00,0,0,673.061,-414.784,1.001037432,1.001040596,1.001037224,0.0703
10-04 8:00,0,0,622.808,-444.155,1.000705136,1.000713588,1.000707343,0.0703
10-04 9:00,0,0,463.538,-536.814,0.9989374036,0.998950269,0.9989414006,0.0703
10-04 10:00,0,0,515.38,-506.72,0.9988827773,0.9989104235,0.9988960592,0.0703
10-04 11:00,0,0,531.644,-497.268,0.9988299831,0.9988561304,0.9988423073,0.0703
10-04 12:00,0,0,542.019,-491.234,0.9995276332,0.999530964,0.9995258845,0.0703
10-04 13:00,0,0,490.672,-521.071,0.9984436025,0.9984423951,0.9984392724,0.0703
10-04 14:00,0,0,463.086,-537.071,0.9975828649,0.9975776604,0.9975765362,0.0703
10-04 15:00,0,0,441.955,-549.314,0.9970239038,0.9970134115,0.997015077,0.0703
10-04 16:00,0,0,514.1,-507.463,0.9973853445,0.9973768924,0.9973788493,0.0703
10-04 17:00,0,0,580.897,-468.598,0.9982736867,0.9982616539,0.9982659424,0.0703
10-04 18:00,0,0,685.442,-410.826,0.9991683992,0.999160072,0.9991634861,0.0999
10-04 19:00,0,0,934.274,-274.4486,1.001731793,1.001731168,1.001732709,0.0999
10-04 20:00,0,0,890.703,-300.2168,1.001016697,1.001017821,1.001018238,0.0999
10-04 21:00,0,0,869.344,-312.8306,1.000623905,1.000627277,1.000626861,0.0999
10-04 22:00,0,0,827.556,-337.4747,1.000001824,1.00000682,1.000005779,0.0481
10-04 23:00,0,0,740.277,-388.797,0.9987934268,0.9987986729,0.9987975904,0.0481
10-05 0:00,0,0,681.63,-423.175,0.997662431,0.9976668027,0.9976662615,0.0481
10-05 1:00,0,0,693.056,-416.483,0.9977477428,0.9977532804,0.9977526975,0.0481
10-05 2:00,0,0,808.677,-348.5911,0.9992612055,0.9992694494,0.9992684085,0.0481
10-05 3:00,0,0,892.486,-299.1643,1.000603586,1.000613246,1.000611581,0.0481
10-05 4:00,0,0,939.961,-271.0828,1.001722841,1.001732709,1.001730294,0.0481
10-05 5:00,0,0,981.707,-246.3414,1.002932196,1.002941647,1.002938399,0.0481
10-05 6:00,0,0,981.159,-246.6675,1.003714283,1.003722194,1.003718572,0.0481
10-05 7:00,0,0,895.901,-297.1481,1.003448147,1.003453559,1.003449479,0.0703
10-05 8:00,1,-8881.91,-8881.91,938.294,0.9647562136,0.9646878892,0.9647029613,0.0703
10-05 9:00,1,-11513.26,-11513.26,1747.628,0.9575833998,0.9575020434,0.9575197386,0.0703
10-05 10:00,1,-9762.06,-9762.06,1096.52,0.9610163162,0.9609597747,0.9609682268,0.0703
10-05 11:00,1,-7015.9,-7015.9,287.741,0.9671891204,0.9671816676,0.9671727159,0.0703
10-05 12:00,0,0,481.044,-526.657,0.9958507308,0.9959104782,0.9958834149,0.0703
10-05 13:00,0,0,480.368,-527.048,0.9942773125,0.9943508831,0.9943187402,0.0703
10-05 14:00,0,0,508.374,-510.791,0.9927409502,0.9928330486,0.9927941191,0.0703
10-05 15:00,0,0,552.556,-485.103,0.9942724411,0.9943232369,0.9943000873,0.0703
10-05 16:00,0,0,622.84,-444.136,0.9965091183,0.9965272299,0.99651807,0.0703
10-05 17:00,0,0,647.812,-429.548,0.9987797703,0.9987672795,0.9987721509,0.0703
10-05 18:00,0,0,737.747,-380.165,0.9994561861,0.9994472344,0.9994511898,0.0999
10-05 19:00,0,0,930.095,-276.923,1.001322471,1.001320014,1.001322346,0.0999
10-05 20:00,0,0,932.692,-275.3858,1.001137358,1.001137774,1.001138898,0.0999
10-05 21:00,0,0,972.782,-251.6348,1.001474691,1.001478688,1.001478813,0.0999
10-05 22:00,0,0,987.566,-242.8662,1.001562959,1.001569621,1.00156908,0.0481
10-05 23:00,0,0,937.132,-272.7573,1.000865559,1.000873387,1.000872554,0.0481
10-06 0:00,0,0,862.277,-317.0023,0.9995368763,0.9995413314,0.9995436213,0.0481
10-06 1:00,0,0,842.057,-328.927,0.9992794836,0.9992845632,0.9992863119,0.0481
10-06 2:00,0,0,864.019,-315.9718,0.9997020457,0.9997080829,0.9997092903,0.0481
10-06 3:00,0,0,857.993,-319.5276,1.000010151,1.000015772,1.000016355,0.0481
10-06 4:00,0,0,878.033,-307.6997,1.000851195,1.000856399,1.000856191,0.0481
10-06 5:00,0,0,900.122,-294.6489,1.001873521,1.001877726,1.001876894,0.0481
10-06 6:00,0,0,951.55,-264.2179,1.003288348,1.003292221,1.003290514,0.0481
10-06 7:00,0,0,1052.353,-204.3733,1.00509397,1.005100298,1.005097217,0.0703
10-06 8:00,0,0,1047.243,-207.4112,1.005577612,1.005583233,1.005579652,0.0703
10-06 9:00,0,0,861.916,-317.212,1.003406594,1.003415005,1.003409009,0.0703
10-06 10:00,0,0,809.523,-348.0954,0.9997482198,0.999821374,0.999791188,0.0703
10-06 11:00,0,0,771.072,-370.71,0.9980137542,0.9981067686,0.9980691298,0.0703
10-06 12:00,0,0,760.177,-377.112,0.9979166594,0.9979908961,0.9979599607,0.0703
10-06 13:00,0,0,723.08,-398.887,0.9947082851,0.9948232833,0.9947774006,0.0703
10-06 14:00,0,0,764.977,-374.29,0.9924126516,0.9925676618,0.9925074564,0.0703
10-06 15:00,0,0,812.471,-346.3556,0.9917051338,0.991863808,0.9918024368,0.0703
10-06 16:00,0,0,869.479,-312.7497,0.9933003276,0.9934164083,0.9933705673,0.0703
10-06 17:00,0,0,861.179,-317.6466,1.000890332,1.000878674,1.000885877,0.0703
10-06 18:00,0,0,916.643,-284.883,1.001128406,1.001119538,1.001126075,0.0999
10-06 19:00,0,0,1096.517,-178.0674,1.00284984,1.002847425,1.002852171,0.0999
10-06 20:00,0,0,1057.323,-201.4143,1.002184333,1.00218375,1.002187705,0.0999
10-06 21:00,0,0,1043.931,-209.3814,1.00191803,1.001919945,1.001922901,0.0999
10-06 22:00,0,0,1020.079,-223.5624,1.001578531,1.001582362,1.001584818,0.0481
10-06 23:00,0,0,970.059,-253.252,1.000912899,1.00091802,1.000920102,0.0481
10-07 0:00,0,0,913.631,-286.6673,1.0000119,1.000014939,1.00001981,0.0481
10-07 1:00,0,0,892.543,-299.13,0.9997538823,0.999757463,0.9997620429,0.0481
10-07 2:00,0,0,935.731,-273.5829,1.000443372,1.000448285,1.000452032,0.0481
10-07 3:00,0,0,952.041,-263.9264,1.001022776,1.001027772,1.001030853,0.0481
10-07 4:00,0,0,1026.845,-219.5374,1.002510633,1.002516254,1.002518169,0.0481
10-07 5:00,0,0,1107.241,-171.671,1.004203421,1.004209416,1.004210332,0.0481
10-07 6:00,0,0,1170.728,-133.75638,1.005740699,1.005746653,1.005746653,0.0481
10-07 7:00,0,0,1080.909,-187.3781,1.003677977,1.003713367,1.003700377,0.0703
10-07 8:00,1,-8226.91,-8226.91,813.341,0.9645648136,0.964580552,0.9645668538,0.0703
10-07 9:00,1,-10735.2,-10735.2,1540.63,0.9573624801,0.9573896266,0.9573692251,0.0703
10-07 10:00,1,-9021.3,-9021.3,957.839,0.9611041678,0.961155255,0.9611258184,0.0703
10-07 11:00,1,-9604.29,-9604.29,1080.345,0.9586232548,0.9586760074,0.9586447389,0.0703
10-07 12:00,1,-7552.58,-7552.58,470.809,0.9630366119,0.963103937,0.9630680053,0.0703
10-07 13:00,1,-6021.85,-6021.85,117.2676,0.9665933116,0.96667421,0.9666342813,0.0703
10-07 14:00,0,0,601.8,-456.413,0.9911130306,0.9912560497,0.9912013818,0.0703
10-07 15:00,0,0,643.664,-431.973,0.9920101163,0.9921163293,0.9920751515,0.0703
10-07 16:00,0,0,755.745,-369.6,0.9938787327,0.9939543433,0.9939252815,0.0703
10-07 17:00,0,0,864.059,-309.0906,1.000885877,1.000871222,1.000881589,0.0703
10-07 18:00,0,0,961.662,-261.5268,1.001513829,1.001503004,1.00151258,0.0999
10-07 19:00,0,0,1109.036,-173.8922,1.002849632,1.002844552,1.002852588,0.0999
10-07 20:00,0,0,1069.919,-197.2064,1.002181793,1.002178462,1.002185582,0.0999
10-07 21:00,0,0,1104.586,-176.5463,1.002454799,1.002455049,1.002461128,0.0999
10-07 22:00,0,0,1107.906,-174.5655,1.002419783,1.002422615,1.002427986,0.0481
10-07 23:00,0,0,1094.169,-182.7574,1.002180877,1.002185582,1.002190661,0.0481
10-08 0:00,0,0,1053.102,-207.2189,1.00174241,1.001748239,1.001753776,0.0481
10-08 1:00,0,0,1029.929,-221.0027,1.001442798,1.001449418,1.001454623,0.0481
10-08 2:00,0,0,1069.345,-197.5504,1.002059009,1.002066753,1.002071416,0.0481
10-08 3:00,0,0,1100.714,-178.8562,1.002785929,1.002794048,1.002797878,0.0481
10-08 4:00,0,0,1123.408,-165.3163,1.003609069,1.003616814,1.00361977,0.0481
10-08 5:00,0,0,1144.028,-153.0009,1.004557409,1.004564487,1.004566402,0.0481
10-08 6:00,0,0,1154.778,-146.57603,1.005452163,1.005458075,1.005459324,0.0481
10-08 7:00,0,0,1195.969,-121.936238,1.002983158,1.003060184,1.003033246,0.0703
10-08 8:00,0,0,1122.772,-165.7024,0.999653873,0.999804678,0.9997513842,0.0703
10-08 9:00,0,0,962.489,-261.0374,0.9992825646,0.9994043078,0.9993602155,0.0703
10-08 10:00,0,0,943.641,-272.2041,1.001116415,1.001187279,1.001160924,0.0703
10-08 11:00,1,-4752.88,-4752.88,45.43442,0.9764936058,0.9764971865,0.9764892756,0.0703
10-08 12:00,0,0,886.792,-299.2159,1.001566623,1.00159581,1.001584735,0.0703
10-08 13:00,0,0,898.663,-292.2024,1.001030437,1.00105775,1.001048216,0.0703
10-08 14:00,0,0,910.767,-285.0475,1.000625945,1.000649053,1.000641891,0.0703
10-08 15:00,0,0,966.924,-255.1075,1.000620241,1.000643016,1.000637395,0.0703
10-08 16:00,0,0,1068.389,-194.8262,1.001609716,1.001630743,1.001627412,0.0703
10-08 17:00,0,0,1073.66,-191.6868,1.003505396,1.003495945,1.003506604,0.0703
10-08 18:00,0,0,1143.077,-150.2809,1.003864838,1.00385851,1.003868169,0.0999
10-08 19:00,0,0,1325.999,-50.4328,1.005493965,1.005494382,1.005502209,0.0999
10-08 20:00,0,0,1267.574,-85.5898,1.004624859,1.004626524,1.004633394,0.0999
10-08 21:00,0,0,1227.321,-109.75629,1.004048702,1.00405195,1.004058195,0.0999
10-08 22:00,0,0,1212.411,-118.695929,1.00378369,1.003789311,1.00379489,0.0481
10-08 23:00,0,0,1154.908,-153.128,1.003013219,1.003019714,1.00302521,0.0481
10-09 0:00,0,0,1086.744,-193.8288,1.002412164,1.002421823,1.002425154,0.0481
10-09 1:00,0,0,1050.588,-215.3635,1.001914574,1.00192465,1.001927898,0.0481
10-09 2:00,0,0,1084.385,-195.2219,1.00241233,1.002423447,1.002426362,0.0481
10-09 3:00,0,0,1104.893,-182.9935,1.002956927,1.002968169,1.002970501,0.0481
10-09 4:00,0,0,1131.77,-166.9479,1.003784731,1.003795806,1.003797222,0.0481
10-09 5:00,0,0,1194.713,-129.29485,1.005200016,1.005211175,1.005211799,0.0481
10-09 6:00,0,0,1233.135,-106.26347,1.006388969,1.006399795,1.006399586,0.0481
10-09 7:00,0,0,1182.75,-136.46829,1.003586295,1.003649831,1.003627972,0.0703
10-09 8:00,1,-4890.18,-4890.18,188.1579,0.9749940078,0.9750908944,0.9750511322,0.0703
10-09 9:00,1,-7724.44,-7724.44,676.828,0.9650019067,0.9651082862,0.9650616541,0.0703
10-09 10:00,1,-11985.09,-11985.09,2125.345,0.9549767883,0.955044155,0.955009514,0.0703
10-09 11:00,1,-10091.42,-10091.42,1330.87,0.9581988608,0.9582666855,0.9582315865,0.0703
10-09 12:00,1,-10183.89,-10183.89,1355.419,0.9575258591,0.9575700763,0.9575433461,0.0703
10-09 13:00,0,0,766.539,-363.2489,0.9963210908,0.996419976,0.996383045,0.0703
10-09 14:00,0,0,801.029,-342.9642,0.9969595348,0.9970322309,0.9970049595,0.0703
10-09 15:00,0,0,836.786,-321.9027,0.9960045752,0.9960865978,0.9960562037,0.0703
10-09 16:00,0,0,922.848,-281.2096,0.9953299914,0.9954285851,0.9953921121,0.0703
10-09 17:00,0,0,984.011,-244.9749,1.002799419,1.002791008,1.00279996,0.0703
10-09 18:00,0,0,1072.712,-192.2538,1.003442817,1.003437904,1.003445815,0.0999
10-09 19:00,0,0,1263.08,-85.0079,1.005252061,1.005254185,1.005259889,0.0999
10-09 20:00,0,0,1264.516,-84.1456,1.005049961,1.005054749,1.005059329,0.0999
10-09 21:00,0,0,1278.298,-75.8634,1.005066115,1.005073735,1.005077315,0.0999
10-09 22:00,0,0,1275.688,-77.4325,1.004921597,1.004931632,1.004934713,0.0481
10-09 23:00,0,0,1239.577,-99.12041,1.004378874,1.004390241,1.004393197,0.0481
10-10 0:00,0,0,1188.133,-129.95931,1.003930581,1.003945862,1.003945445,0.0481
10-10 1:00,0,0,1172.658,-139.22084,1.003676061,1.003691925,1.003691716,0.0481
10-10 2:00,0,0,1198.855,-123.53454,1.004059403,1.004076265,1.004076099,0.0481
10-10 3:00,0,0,1246.71,-94.83707,1.004901029,1.004918725,1.004917934,0.0481
10-10 4:00,0,0,1269.391,-81.2165,1.005640357,1.005657719,1.005656303,0.0481
10-10 5:00,0,0,1269.827,-80.9548,1.006271473,1.006287794,1.006285629,0.0481
10-10 6:00,0,0,1290.477,-68.5395,1.007224684,1.007240006,1.007237258,0.0481
10-10 7:00,0,0,1319.594,-54.2917,1.00588351,1.005939177,1.005919567,0.0703
10-10 8:00,0,0,1181.576,-137.16741,1.002600608,1.002704406,1.002666559,0.0703
10-10 9:00,1,-7685.35,-7685.35,704.594,0.9670662114,0.9670953982,0.9670768702,0.0703
10-10 10:00,0,0,946.929,-263.6508,1.001187862,1.001271009,1.001239199,0.0703
10-10 11:00,1,-4521.84,-4521.84,34.23767,0.9780640263,0.9780710211,0.9780612783,0.0703
10-10 12:00,1,-4872.61,-4872.61,88.2175,0.9764686243,0.9764635447,0.9764575491,0.0703
10-10 13:00,0,0,1083.597,-185.7673,1.001747823,1.001815273,1.001789625,0.0703
10-10 14:00,0,0,1222.878,-102.53,1.001488973,1.001576075,1.001543807,0.0703
10-10 15:00,0,0,1260.353,-83.3376,1.002082408,1.002153356,1.002127833,0.0703
10-10 16:00,0,0,1266.72,-82.8217,1.003700127,1.003742346,1.003729272,0.0703
10-10 17:00,0,0,1276.937,-76.6811,1.006377519,1.006379643,1.006383973,0.0703
10-10 18:00,0,0,1317.627,-55.4764,1.006388886,1.006393466,1.006396714,0.0999
10-10 19:00,0,0,1450.669,14.4365,1.007462841,1.00747275,1.007473916,0.0999
10-10 20:00,0,0,1390.347,-22.0327,1.006587406,1.006598398,1.006598689,0.0999
10-10 21:00,0,0,1349.991,-46.3838,1.006013914,1.006026321,1.006026113,0.0999
10-10 22:00,0,0,1288.318,-83.5098,1.00521767,1.005231077,1.005230577,0.0481
10-10 23:00,0,0,1201.419,-135.66238,1.004090796,1.004104411,1.004104119,0.0481
10-11 0:00,0,0,1096.807,-198.1853,1.002742086,1.002756451,1.002754286,0.0481
10-11 1:00,0,0,1005.588,-242.3799,1.00165281,1.001666341,1.001664592,0.0481
10-11 2:00,0,0,990.862,-251.1207,1.001538269,1.001551884,1.001550052,0.0481
10-11 3:00,0,0,981.301,-256.7792,1.001695903,1.001709018,1.001706895,0.0481
10-11 4:00,0,0,999.528,-245.9653,1.002413246,1.00242607,1.002423322,0.0481
10-11 5:00,0,0,1025.165,-230.741,1.003389524,1.003401598,1.003398267,0.0481
10-11 6:00,0,0,1035.142,-224.8113,1.00426117,1.00427212,1.004268165,0.0481
10-11 7:00,0,0,971.61,-262.526,1.004018017,1.004030424,1.004024637,0.0703
10-11 8:00,1,-8492.55,-8492.55,848.677,0.9660810243,0.9660196947,0.9660332263,0.0703
10-11 9:00,1,-11389.55,-11389.55,1740.705,0.9587963766,0.9587027376,0.9587258455,0.0703
10-11 10:00,1,-12465.92,-12465.92,2171.577,0.9563855784,0.9562777416,0.9563050131,0.0703
10-11 11:00,1,-15066.61,-15066.61,3458.99,0.9518964858,0.9517684972,0.9518023055,0.0703
10-11 12:00,1,-15161.84,-15161.84,3504.04,0.950852717,0.9507266853,0.9507593278,0.0703
10-11 13:00,1,-13473.86,-13473.86,2539.725,0.9508269028,0.950753707,0.9507664059,0.0703
10-11 14:00,1,-10459.39,-10459.39,1244.978,0.9545928226,0.9545931557,0.9545789995,0.0703
10-11 15:00,1,-6562.17,-6562.17,70.7113,0.9631392442,0.9631883745,0.9631577722,0.0703
10-11 16:00,0,0,312.8911,-613.818,0.9892386268,0.9893305171,0.9892912129,0.0703
10-11 17:00,0,0,367.2958,-582.459,0.9957700405,0.9957536777,0.9957583409,0.0703
10-11 18:00,0,0,546.499,-488.628,0.9975511384,0.99753998,0.9975436023,0.0999
10-11 19:00,0,0,849.845,-314.212,1.000833333,1.000830877,1.000832667,0.0999
10-11 20:00,0,0,848.6,-314.9463,1.000608791,1.000608874,1.000609499,0.0999
10-11 21:00,0,0,845.862,-316.5607,1.000431589,1.000434462,1.000434045,0.0999
10-11 22:00,0,0,902.106,-293.4768,1.000883879,1.000890332,1.000889125,0.0481
10-11 23:00,0,0,862.799,-316.6934,1.000265295,1.000273081,1.000271707,0.0481
10-12 0:00,0,0,794.471,-356.951,0.9990302515,0.9990368716,0.9990361638,0.0481
10-12 1:00,0,0,822.742,-340.3077,0.9993187462,0.9993268652,0.9993260325,0.0481
10-12 2:00,0,0,902.22,-293.41,1.000390744,1.000400903,1.000399654,0.0481
10-12 3:00,0,0,924.112,-280.4632,1.000982639,1.000992923,1.000991174,0.0481
10-12 4:00,0,0,931.847,-275.8849,1.001626995,1.001636572,1.001634198,0.0481
10-12 5:00,0,0,946.967,-266.9332,1.002526621,1.002535364,1.002532408,0.0481
10-12 6:00,0,0,959.562,-259.4705,1.003465634,1.003473212,1.003469464,0.0481
10-12 7:00,0,0,898.855,-295.3984,1.000171698,1.0002476,1.000217539,0.0703
10-12 8:00,1,-8416.51,-8416.51,794.023,0.9628287242,0.9629008791,0.9628644061,0.0703
10-12 9:00,1,-12059.39,-12059.39,1962.727,0.9536835792,0.9537377474,0.9537052298,0.0703
10-12 10:00,1,-13956.94,-13956.94,2824.658,0.9502532026,0.9503022912,0.9502707729,0.0703
10-12 11:00,1,-15019.77,-15019.77,3386.8,0.948639231,0.9486350674,0.9486229514,0.0703
10-12 12:00,1,-14982.04,-14982.04,3307.98,0.9491123807,0.9490245707,0.9490423492,0.0703
10-12 13:00,1,-13200.42,-13200.42,2418.359,0.9520174379,0.951905146,0.9519315432,0.0703
10-12 14:00,1,-10002.53,-10002.53,1083.3,0.9575567945,0.9574640299,0.9574838485,0.0703
10-12 15:00,1,-6446.41,-6446.41,67.7494,0.9663280081,0.9662625565,0.966274506,0.0703
10-12 16:00,0,0,271.688,-637.517,0.9946525763,0.9946323829,0.9946374625,0.0703
10-12 17:00,0,0,145.4228,-709.872,0.9927890395,0.9927661398,0.9927718439,0.0703
10-12 18:00,0,0,344.6511,-595.52,0.9948701236,0.9948530529,0.9948579243,0.0999
10-12 19:00,0,0,640.51,-433.814,0.9980615105,0.9980529751,0.9980561394,0.0999
10-12 20:00,0,0,620.687,-445.392,0.9976116352,0.9976054731,0.9976074717,0.0999
10-12 21:00,0,0,609.434,-451.958,0.9973293443,0.997325597,0.9973266796,0.0999
10-12 22:00,0,0,589.504,-463.582,0.9969641147,0.9969626991,0.9969631154,0.0481
10-12 23:00,0,0,536.06,-494.701,0.9961713267,0.9961711186,0.9961711186,0.0481
10-13 0:00,0,0,437.304,-552.011,0.9945276688,0.9945237967,0.9945266279,0.0481
10-13 1:00,0,0,429.608,-556.462,0.9944410663,0.9944381101,0.9944406499,0.0481
10-13 2:00,0,0,458.27,-539.859,0.9949872035,0.994985205,0.9949873285,0.0481
10-13 3:00,0,0,476.24,-529.442,0.9956468401,0.9956448832,0.9956464237,0.0481
10-13 4:00,0,0,495.807,-518.087,0.9965490887,0.9965466738,0.9965475065,0.0481
10-13 5:00,0,0,524.822,-501.234,0.9977088133,0.9977055657,0.9977059404,0.0481
10-13 6:00,0,0,579.692,-469.299,0.9991972112,0.999193464,0.9991932141,0.0481
